PAWN						S_PAWN						KNIGHT						S_KNIGHT					
	10	20	0.2	자호갑+0	2000 		10	20	0.26	자호갑+0	1538 		10 	20 	0.3	자호갑+0	1333 		10	20	0.5	자호갑+0	800 
	10	20	0.08	자호갑+1	5000 		10	20	0.104	자호갑+1	3846 		10 	20 	0.12	자호갑+1	3333 		10	20	0.2	자호갑+1	2000 
	10	20	0.032	자호갑+2	12500 		10	20	0.0416	자호갑+2	9615 		10 	20 	0.048	자호갑+2	8333 		10	20	0.08	자호갑+2	5000 
초급자객갑옷	1	15	0.2	탄마+0	2000 	초급자객갑옷	1	15	0.26	탄마+0	1538 	초급자객갑옷	1 	15 	0.3	탄마+0	1333 	초급자객갑옷	1	15	0.5	탄마+0	800 
	1	15	0.08	탄마+1	5000 		1	15	0.104	탄마+1	3846 		1 	15 	0.12	탄마+1	3333 		1	15	0.2	탄마+1	2000 
	1	15	0.032	탄마+2	12500 		1	15	0.0416	탄마+2	9615 		1 	15 	0.048	탄마+2	8333 		1	15	0.08	탄마+2	5000 
	5	15	0.2	극섬+0	2000 		5	15	0.26	극섬+0	1538 		5 	15 	0.3	극섬+0	1333 		5	15	0.5	극섬+0	800 
	5	15	0.08	극섬+1	5000 		5	15	0.104	극섬+1	3846 		5 	15 	0.12	극섬+1	3333 		5	15	0.2	극섬+1	2000 
	5	15	0.032	극섬+2	12500 		5	15	0.0416	극섬+2	9615 		5 	15 	0.048	극섬+2	8333 		5	15	0.08	극섬+2	5000 
	10	20	0.2	다홍+0	2000 		10	20	0.26	다홍+0	1538 		10 	20 	0.3	다홍+0	1333 		10	20	0.5	다홍+0	800 
	10	20	0.08	다홍+1	5000 		10	20	0.104	다홍+1	3846 		10 	20 	0.12	다홍+1	3333 		10	20	0.2	다홍+1	2000 
	10	20	0.032	다홍+2	12500 		10	20	0.0416	다홍+2	9615 		10 	20 	0.048	다홍+2	8333 		10	20	0.08	다홍+2	5000 
초급수라갑옷	1	15	0.2	진혼갑+0	2000 	초급수라갑옷	1	15	0.26	진혼갑+0	1538 	초급수라갑옷	1 	15 	0.3	진혼갑+0	1333 	초급수라갑옷	1	15	0.5	진혼갑+0	800 
	1	15	0.08	진혼갑+1	5000 		1	15	0.104	진혼갑+1	3846 		1 	15 	0.12	진혼갑+1	3333 		1	15	0.2	진혼갑+1	2000 
	1	15	0.032	진혼갑+2	12500 		1	15	0.0416	진혼갑+2	9615 		1 	15 	0.048	진혼갑+2	8333 		1	15	0.08	진혼갑+2	5000 
	5	15	0.2	마극갑+0	2000 		5	15	0.26	마극갑+0	1538 		5 	15 	0.3	마극갑+0	1333 		5	15	0.5	마극갑+0	800 
	5	15	0.08	마극갑+1	5000 		5	15	0.104	마극갑+1	3846 		5 	15 	0.12	마극갑+1	3333 		5	15	0.2	마극갑+1	2000 
	5	15	0.032	마극갑+2	12500 		5	15	0.0416	마극갑+2	9615 		5 	15 	0.048	마극갑+2	8333 		5	15	0.08	마극갑+2	5000 
	10	20	0.2	비운갑+0	2000 		10	20	0.26	비운갑+0	1538 		10 	20 	0.3	비운갑+0	1333 		10	20	0.5	비운갑+0	800 
	10	20	0.08	비운갑+1	5000 		10	20	0.104	비운갑+1	3846 		10 	20 	0.12	비운갑+1	3333 		10	20	0.2	비운갑+1	2000 
	10	20	0.032	비운갑+2	12500 		10	20	0.0416	비운갑+2	9615 		10 	20 	0.048	비운갑+2	8333 		10	20	0.08	비운갑+2	5000 
초급무당갑옷	1	15	0.2	청낭의+0	2000 	초급무당갑옷	1	15	0.26	청낭의+0	1538 	초급무당갑옷	1 	15 	0.3	청낭의+0	1333 	초급무당갑옷	1	15	0.5	청낭의+0	800 
	1	15	0.08	청낭의+1	5000 		1	15	0.104	청낭의+1	3846 		1 	15 	0.12	청낭의+1	3333 		1	15	0.2	청낭의+1	2000 
	1	15	0.032	청낭의+2	12500 		1	15	0.0416	청낭의+2	9615 		1 	15 	0.048	청낭의+2	8333 		1	15	0.08	청낭의+2	5000 
	5	15	0.2	나봉의+0	2000 		5	15	0.26	나봉의+0	1538 		5 	15 	0.3	나봉의+0	1333 		5	15	0.5	나봉의+0	800 
	5	15	0.08	나봉의+1	5000 		5	15	0.104	나봉의+1	3846 		5 	15 	0.12	나봉의+1	3333 		5	15	0.2	나봉의+1	2000 
	5	15	0.032	나봉의+2	12500 		5	15	0.0416	나봉의+2	9615 		5 	15 	0.048	나봉의+2	8333 		5	15	0.08	나봉의+2	5000 
	10	20	0.2	비홍의+0	2000 		10	20	0.26	비홍의+0	1538 		10 	20 	0.3	비홍의+0	1333 		10	20	0.5	비홍의+0	800 
	10	20	0.08	비홍의+1	5000 		10	20	0.104	비홍의+1	3846 		10 	20 	0.12	비홍의+1	3333 		10	20	0.2	비홍의+1	2000 
	10	20	0.032	비홍의+2	12500 		10	20	0.0416	비홍의+2	9615 		10 	20 	0.048	비홍의+2	8333 		10	20	0.08	비홍의+2	5000 
팔찌	5	20	0.0018	나무팔찌+0	222222 	팔찌	5	20	0.00312	나무팔찌+0	128205 	팔찌	5 	20 	0.0036	나무팔찌+0	111111 	팔찌	5	20	0.006	나무팔찌+0	66667 
	5	20	0.00036	나무팔찌+1	1111111 		5	20	0.000624	나무팔찌+1	641026 		5 	20 	0.00072	나무팔찌+1	555556 		5	20	0.0012	나무팔찌+1	333333 
	5	20	0.00012	나무팔찌+2	3333333 		5	20	0.000208	나무팔찌+2	1923077 		5 	20 	0.00024	나무팔찌+2	1666667 		5	20	0.0004	나무팔찌+2	1000000 
	5	20	0.0018	구리팔찌+0	222222 		5	20	0.00312	구리팔찌+0	128205 		5 	20 	0.0036	구리팔찌+0	111111 		5	20	0.006	구리팔찌+0	66667 
	5	20	0.00036	구리팔찌+1	1111111 		5	20	0.000624	구리팔찌+1	641026 		5 	20 	0.00072	구리팔찌+1	555556 		5	20	0.0012	구리팔찌+1	333333 
	5	20	0.00012	구리팔찌+2	3333333 		5	20	0.000208	구리팔찌+2	1923077 		5 	20 	0.00024	구리팔찌+2	1666667 		5	20	0.0004	구리팔찌+2	1000000 
	5	20	0.0018	은팔찌+0	222222 		5	20	0.00312	은팔찌+0	128205 		5 	20 	0.0036	은팔찌+0	111111 		5	20	0.006	은팔찌+0	66667 
	5	20	0.00036	은팔찌+1	1111111 		5	20	0.000624	은팔찌+1	641026 		5 	20 	0.00072	은팔찌+1	555556 		5	20	0.0012	은팔찌+1	333333 
	5	20	0.00012	은팔찌+2	3333333 		5	20	0.000208	은팔찌+2	1923077 		5 	20 	0.00024	은팔찌+2	1666667 		5	20	0.0004	은팔찌+2	1000000 
	5	20	0.0018	금팔찌+0	222222 		5	20	0.00312	금팔찌+0	128205 		5 	20 	0.0036	금팔찌+0	111111 		5	20	0.006	금팔찌+0	66667 
	5	20	0.00036	금팔찌+1	1111111 		5	20	0.000624	금팔찌+1	641026 		5 	20 	0.00072	금팔찌+1	555556 		5	20	0.0012	금팔찌+1	333333 
	5	20	0.00012	금팔찌+2	3333333 		5	20	0.000208	금팔찌+2	1923077 		5 	20 	0.00024	금팔찌+2	1666667 		5	20	0.0004	금팔찌+2	1000000 
신발	5	20	0.024	가죽신발+0	16667 	신발	5	20	0.0416	가죽신발+0	9615 	신발	5 	20 	0.048	가죽신발+0	8333 	신발	5	20	0.08	가죽신발+0	5000 
	5	20	0.004	가죽신발+1	100000 		5	20	0.006933333	가죽신발+1	57692 		5 	20 	0.008	가죽신발+1	50000 		5	20	0.013333333	가죽신발+1	30000 
	5	20	0.0012	가죽신발+2	333333 		5	20	0.00208	가죽신발+2	192308 		5 	20 	0.0024	가죽신발+2	166667 		5	20	0.004	가죽신발+2	100000 
	5	20	0.024	죽피신발+0	16667 		5	20	0.0416	죽피신발+0	9615 		5 	20 	0.048	죽피신발+0	8333 		5	20	0.08	죽피신발+0	5000 
	5	20	0.004	죽피신발+1	100000 		5	20	0.006933333	죽피신발+1	57692 		5 	20 	0.008	죽피신발+1	50000 		5	20	0.013333333	죽피신발+1	30000 
	5	20	0.0012	죽피신발+2	333333 		5	20	0.00208	죽피신발+2	192308 		5 	20 	0.0024	죽피신발+2	166667 		5	20	0.004	죽피신발+2	100000 
	5	20	0.006	목편신발+0	66667 		5	20	0.0104	목편신발+0	38462 		5 	20 	0.012	목편신발+0	33333 		5	20	0.02	목편신발+0	20000 
	5	20	0.0012	목편신발+1	333333 		5	20	0.00208	목편신발+1	192308 		5 	20 	0.0024	목편신발+1	166667 		5	20	0.004	목편신발+1	100000 
	5	20	0.0006	목편신발+2	666667 		5	20	0.00104	목편신발+2	384615 		5 	20 	0.0012	목편신발+2	333333 		5	20	0.002	목편신발+2	200000 
	5	20	0.006	금사신발+0	66667 		5	20	0.0104	금사신발+0	38462 		5 	20 	0.012	금사신발+0	33333 		5	20	0.02	금사신발+0	20000 
	5	20	0.0012	금사신발+1	333333 		5	20	0.00208	금사신발+1	192308 		5 	20 	0.0024	금사신발+1	166667 		5	20	0.004	금사신발+1	100000 
	5	20	0.0006	금사신발+2	666667 		5	20	0.00104	금사신발+2	384615 		5 	20 	0.0012	금사신발+2	333333 		5	20	0.002	금사신발+2	200000 
귀걸이	5	20	0.024	나무귀걸이+0	16667 	귀걸이	5	20	0.0416	나무귀걸이+0	9615 	귀걸이	5 	20 	0.048	나무귀걸이+0	8333 	귀걸이	5	20	0.08	나무귀걸이+0	5000 
	5	20	0.004	나무귀걸이+1	100000 		5	20	0.006933333	나무귀걸이+1	57692 		5 	20 	0.008	나무귀걸이+1	50000 		5	20	0.013333333	나무귀걸이+1	30000 
	5	20	0.0012	나무귀걸이+2	333333 		5	20	0.00208	나무귀걸이+2	192308 		5 	20 	0.0024	나무귀걸이+2	166667 		5	20	0.004	나무귀걸이+2	100000 
	5	20	0.024	구리귀걸이+0	16667 		5	20	0.0416	구리귀걸이+0	9615 		5 	20 	0.048	구리귀걸이+0	8333 		5	20	0.08	구리귀걸이+0	5000 
	5	20	0.004	구리귀걸이+1	100000 		5	20	0.006933333	구리귀걸이+1	57692 		5 	20 	0.008	구리귀걸이+1	50000 		5	20	0.013333333	구리귀걸이+1	30000 
	5	20	0.0012	구리귀걸이+2	333333 		5	20	0.00208	구리귀걸이+2	192308 		5 	20 	0.0024	구리귀걸이+2	166667 		5	20	0.004	구리귀걸이+2	100000 
	5	20	0.006	은귀걸이+0	66667 		5	20	0.0104	은귀걸이+0	38462 		5 	20 	0.012	은귀걸이+0	33333 		5	20	0.02	은귀걸이+0	20000 
	5	20	0.0012	은귀걸이+1	333333 		5	20	0.00208	은귀걸이+1	192308 		5 	20 	0.0024	은귀걸이+1	166667 		5	20	0.004	은귀걸이+1	100000 
	5	20	0.0006	은귀걸이+2	666667 		5	20	0.00104	은귀걸이+2	384615 		5 	20 	0.0012	은귀걸이+2	333333 		5	20	0.002	은귀걸이+2	200000 
	5	20	0.006	금귀걸이+0	66667 		5	20	0.0104	금귀걸이+0	38462 		5 	20 	0.012	금귀걸이+0	33333 		5	20	0.02	금귀걸이+0	20000 
	5	20	0.0012	금귀걸이+1	333333 		5	20	0.00208	금귀걸이+1	192308 		5 	20 	0.0024	금귀걸이+1	166667 		5	20	0.004	금귀걸이+1	100000 
	5	20	0.0006	금귀걸이+2	666667 		5	20	0.00104	금귀걸이+2	384615 		5 	20 	0.0012	금귀걸이+2	333333 		5	20	0.002	금귀걸이+2	200000 
목걸이	5	20	0.024	나무목걸이+0	16667 	목걸이	5	20	0.0416	나무목걸이+0	9615 	목걸이	5 	20 	0.048	나무목걸이+0	8333 	목걸이	5	20	0.08	나무목걸이+0	5000 
	5	20	0.004	나무목걸이+1	100000 		5	20	0.006933333	나무목걸이+1	57692 		5 	20 	0.008	나무목걸이+1	50000 		5	20	0.013333333	나무목걸이+1	30000 
	5	20	0.0012	나무목걸이+2	333333 		5	20	0.00208	나무목걸이+2	192308 		5 	20 	0.0024	나무목걸이+2	166667 		5	20	0.004	나무목걸이+2	100000 
	5	20	0.024	구리목걸이+0	16667 		5	20	0.0416	구리목걸이+0	9615 		5 	20 	0.048	구리목걸이+0	8333 		5	20	0.08	구리목걸이+0	5000 
	5	20	0.004	구리목걸이+1	100000 		5	20	0.006933333	구리목걸이+1	57692 		5 	20 	0.008	구리목걸이+1	50000 		5	20	0.013333333	구리목걸이+1	30000 
	5	20	0.0012	구리목걸이+2	333333 		5	20	0.00208	구리목걸이+2	192308 		5 	20 	0.0024	구리목걸이+2	166667 		5	20	0.004	구리목걸이+2	100000 
	5	20	0.006	은목걸이+0	66667 		5	20	0.0104	은목걸이+0	38462 		5 	20 	0.012	은목걸이+0	33333 		5	20	0.02	은목걸이+0	20000 
	5	20	0.0012	은목걸이+1	333333 		5	20	0.00208	은목걸이+1	192308 		5 	20 	0.0024	은목걸이+1	166667 		5	20	0.004	은목걸이+1	100000 
	5	20	0.0006	은목걸이+2	666667 		5	20	0.00104	은목걸이+2	384615 		5 	20 	0.0012	은목걸이+2	333333 		5	20	0.002	은목걸이+2	200000 
	5	20	0.006	금목걸이+0	66667 		5	20	0.0104	금목걸이+0	38462 		5 	20 	0.012	금목걸이+0	33333 		5	20	0.02	금목걸이+0	20000 
	5	20	0.0012	금목걸이+1	333333 		5	20	0.00208	금목걸이+1	192308 		5 	20 	0.0024	금목걸이+1	166667 		5	20	0.004	금목걸이+1	100000 
	5	20	0.0006	금목걸이+2	666667 		5	20	0.00104	금목걸이+2	384615 		5 	20 	0.0012	금목걸이+2	333333 		5	20	0.002	금목걸이+2	200000 
중급검	15	35	0.106666667	은검+0	3750 	중급검	15	35	0.104	은검+0	3846 	중급검	15 	35 	0.12	은검+0	3333 	중급검	15	35	0.16	은검+0	2500 
	15	35	0.032	은검+1	12500 		15	35	0.0312	은검+1	12821 		15 	35 	0.036	은검+1	11111 		15	35	0.048	은검+1	8333 
	15	35	0.016	은검+2	25000 		15	35	0.0156	은검+2	25641 		15 	35 	0.018	은검+2	22222 		15	35	0.024	은검+2	16667 
	20	35	0.106666667	연검+0	3750 		20	35	0.104	연검+0	3846 		20 	35 	0.12	연검+0	3333 		20	35	0.16	연검+0	2500 
	20	35	0.032	연검+1	12500 		20	35	0.0312	연검+1	12821 		20 	35 	0.036	연검+1	11111 		20	35	0.048	연검+1	8333 
	20	35	0.016	연검+2	25000 		20	35	0.0156	연검+2	25641 		20 	35 	0.018	연검+2	22222 		20	35	0.024	연검+2	16667 
	20	35	0.106666667	사인검+0	3750 		20	35	0.104	사인검+0	3846 		20 	35 	0.12	사인검+0	3333 		20	35	0.16	사인검+0	2500 
